donor,receiver,P_wastes,P_resources,G_waste,G_resource
CEMENTIR,Enipower power station,Coal fly ash,Fuel,coal gasification fly ash,biofuels
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,coal waste,construction products
CEMENTIR,ND - Production of concrete,Coal fly ash,Raw material for Production of concrete,biomass combustion ash,concrete aggregate
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,biomass combustion ash,building materials
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,biomass combustion ash,building materials
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,biomass combustion ash,zeolite
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,biomass combustion ash,biogas
CEMENTIR,Enipower power station,Coal fly ash,Fuel,biomass combustion ash,improved fuel characteristics
CEMENTIR,CEMENTIR,Coal fly ash,Raw material for Cement production,biomass combustion ash,cement
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biomass combustion ash,fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biomass combustion ash,organic fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Fertilizer,ash from combustion,phosphorus
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,ash from combustion,secondary raw materials
CEMENTIR,ND - Distilleries,Coal fly ash,Raw material for Distilleries,ash from combustion,secondary raw materials
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,ash from combustion,plant nutrients
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,ash from combustion,fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,bituminous coal,biogas
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Fertilizer,sewage sludge ash,organo-mineral fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,organic fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,sewage sludge ash,biogas
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Fertilizer,sewage sludge ash,chemical fertilizers
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,bio-fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Fertilizer,sewage sludge ash,biofertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Fertilizer,sewage sludge ash,phosphorus
CEMENTIR,ND - Road construction,Coal fly ash,Paving,sewage sludge ash,concrete
CEMENTIR,ND - Production of concrete,Coal fly ash,Raw material for Production of concrete,sewage sludge ash,concrete
CEMENTIR,CEMENTIR,Coal fly ash,Raw material for Cement production,sewage sludge ash,cementitious materials
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,sewage sludge ash,biochar
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,phosphorus fertilizer
CEMENTIR,ND - Glass and glass-ceramic production,Coal fly ash,Raw material for Glass and glass-ceramic production,sewage sludge ash,low-temperature glass-ceramics
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,sewage sludge ash,value-added construction materials
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,soil nitrogen
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,sewage sludge ash,phosphate
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sewage sludge ash,fertilizer
CEMENTIR,Enipower power station,Coal fly ash,Fuel,sewage sludge ash,bioenergy
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,sewage sludge ash,fertilizer alternatives
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,lignite waste,humic acid fertilizer
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,biomass fly ash,construction materials
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,biomass fly ash,construction materials
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,agricultural waste ash,compost
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,agricultural waste ash,secondary raw materials
CEMENTIR,ND - Distilleries,Coal fly ash,Raw material for Distilleries,agricultural waste ash,secondary raw materials
CEMENTIR,Enipower power station,Coal fly ash,Fuel,dry ash,biofuels
CEMENTIR,ND - Production of concrete,Coal fly ash,Raw material for Production of concrete,mining residue sludge,concrete aggregate
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,wood ash,fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,wood ash,plant nutrients
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,unburned carbon in fly ash,biochar
CEMENTIR,ND - Road construction,Coal fly ash,Paving,fly ash,concrete
CEMENTIR,ND - Production of concrete,Coal fly ash,Raw material for Production of concrete,fly ash,concrete
CEMENTIR,ND - Production of bricks,Coal fly ash,Raw material for Production of bricks,fly ash,bricks
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,fertilizer
CEMENTIR,ND - Road construction,Coal fly ash,Paving,fly ash,asphalt concrete
CEMENTIR,ND - Road construction,Coal fly ash,Raw material for Road construction,fly ash,waste reuse in road construction
CEMENTIR,ND - Agroindustry,Coal fly ash,Soil quality improvement and fertiliser;Fertilizer,fly ash,soil improver
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,fly ash,zeolite
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,fly ash,biochar
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Fertilizer,fly ash,fertilizer substrate
CEMENTIR,ND - Road construction,Coal fly ash,Paving,fly ash,pavement granules
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,fly ash,building materials
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,fly ash,building materials
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,fly ash,construction materials
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,fly ash,construction materials
CEMENTIR,Enipower power station,Coal fly ash,Fuel;Water,fly ash,hydrogen
CEMENTIR,ENI refinery,Coal fly ash,Water,fly ash,hydrogen
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,fly ash,valuable materials
CEMENTIR,ND - Road construction,Coal fly ash,Paving,fly ash,pavers
CEMENTIR,CEMENTIR,Coal fly ash,Raw material for Cement production,fly ash,cementitious materials
CEMENTIR,CEMENTIR,Coal fly ash,Raw material for Cement production,fly ash,feedstock for cement clinker production
CEMENTIR,ND - Production of concrete,Coal fly ash,Raw material for Production of concrete,fly ash,feedstock for cement clinker production
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,fly ash,value-added construction materials
CEMENTIR,ND - Construction materials production,Coal fly ash,Raw material for Construction materials production,fly ash,low-cost construction material
CEMENTIR,ND - Glass and glass-ceramic production,Coal fly ash,Raw material for Glass and glass-ceramic production,fly ash,transparent glass
CEMENTIR,CEMENTIR,Coal fly ash,Raw material for Cement production,fly ash,cement
CEMENTIR,ND - Road construction,Coal fly ash,Raw material for Road construction;Road foundations;Paving,fly ash,road materials
CEMENTIR,ND - Road construction,Coal fly ash,Paving,fly ash,paving mixes
CEMENTIR,ND - Road construction,Coal fly ash,Raw materials,fly ash,recovered materials
CEMENTIR,Enipower power station,Coal fly ash,Fuel,fly ash,biofuels
CEMENTIR,ND - Agroindustry,Coal fly ash,Soil quality improvement and fertiliser;Fertilizer,fly ash,soil amendment
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,fly ash,bio-fertilizer
CEMENTIR,ND - Agroindustry,Coal fly ash,Fertilizer,fly ash,plant nutrients
CEMENTIR,ND - Agroindustry,Coal fly ash,Soil quality improvement and fertiliser,fly ash,stabilised soil
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,concrete rubble,concrete
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,concrete rubble,concrete
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,industrial non-hazardous waste,valorized materials
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,dry waste,thermal energy
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,dry waste,thermal energy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,dry waste,thermal energy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,dry waste,thermal energy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,dry waste,thermal energy
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,dry waste,biogas
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat,dry waste,heat
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat,dry waste,heat
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat,dry waste,heat
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,dry waste,heat
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,dry waste,heat
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,landfill waste,bioenergy
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,landfill waste,recycled materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,landfill waste,compost
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,landfill waste,metals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,landfill waste,valorized materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,sludge waste,bioenergy
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sludge waste,bio-fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,sludge waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,sludge waste,phosphorus
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser,sludge waste,organic fertilisers
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sludge waste,fertiliser
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,sludge waste,ammonia
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,sludge waste,biochar
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sludge waste,soil nitrogen
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,sludge waste,fertilizer
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,inorganic waste,concrete
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,inorganic waste,concrete
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,inorganic waste,bricks
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,inorganic waste,fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,inorganic waste,biodiesel
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,inorganic waste,low-cost construction material
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,mine waste,drinking water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,mine waste,drinking water
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,mine waste,concrete
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,mine waste,concrete
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,mixed refuse waste,chemical products
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,mixed refuse waste,chemical fuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,post-consumer waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,post-consumer waste,fertilizer
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,post-consumer waste,synthetic materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,marine waste,materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,marine waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,marine waste,biochar
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,recycled construction and demolition materials,construction materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,recycled construction and demolition materials,construction materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,discarded material,high value materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,discarded material,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,hazardous waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,hazardous waste,reduced emissions
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,hazardous waste,water resources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,hazardous waste,water resources
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,hazardous waste,biofuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,hazardous waste,bioenergy
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,hazardous waste,biodiesel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,hazardous waste,ethanol
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,hazardous waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,hazardous waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,hazardous waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,hazardous waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,hazardous waste,energy recovery
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,hazardous waste,compost
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Road foundations,hazardous waste,road surface structural beds
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,household waste,compost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,household waste,fertilizer products
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,household waste,soil amendment
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,household waste,biochar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,household waste,bioenergy
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,household waste,soil fertility
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,household waste,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,chemical products
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,household waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,household waste,hydrogen
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,household waste,high-quality fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,household waste,organic fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,contaminated waste,biodiesel
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,contaminated waste,recovered materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,contaminated waste,recycled materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,waste utilization,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,post-earthquake building waste,secondary raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,post-earthquake building waste,secondary raw materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,brown waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,brown waste,hydrogen
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,complex waste,biochar
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,complex waste,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,sustainable raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,recovered materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,construction and demolition waste,secondary construction materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction,construction and demolition waste,recycled road materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,materials
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,construction and demolition waste,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,construction and demolition waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,construction and demolition waste,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,construction and demolition waste,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,construction and demolition waste,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,construction and demolition waste,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,construction and demolition waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,construction and demolition waste,concrete paving blocks
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,construction and demolition waste,effluent
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,construction and demolition waste,effluent
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,secondary raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,construction and demolition waste,secondary raw materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,construction and demolition waste,agricultural by-products
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,construction and demolition waste,cement materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,construction and demolition waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,construction and demolition waste,building materials
ND - Construction materials production,Taranto,Construction and demolition waste,Heat,construction and demolition waste,thermal properties
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,construction and demolition waste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,renovation waste,agricultural by-products
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,renovation waste,cement materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,concrete waste,recycled materials
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,concrete waste,feedstock for cement clinker production
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,concrete waste,feedstock for cement clinker production
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,concrete waste,concrete
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,concrete waste,concrete
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,concrete waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,concrete waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,concrete waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,concrete waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,concrete waste,energy recovery
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,non-recyclable materials,recovered materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,non-recyclable materials,compost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste substrate,fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,waste substrate,frass fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,waste substrate,organic fertilizer
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,waste recycling,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,waste recycling,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,waste recycling,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,waste recycling,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,waste recycling,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,waste recycling,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,waste recycling,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,waste recycling,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,waste recycling,chemical products
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,non-hazardous waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,non-hazardous waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,non-hazardous waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,non-hazardous waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,non-hazardous waste,energy recovery
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,process waste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,process waste,ethanol
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,municipal solid waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,municipal solid waste,hydrogen
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,chemical products
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,recovered materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,municipal solid waste,compost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,municipal solid waste,biogas
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,municipal solid waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,municipal solid waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,municipal solid waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,municipal solid waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,municipal solid waste,energy recovery
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,municipal solid waste,biofertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,municipal solid waste,fertilizer products
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,chemical fuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,valuable fuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,liquid fuel
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,valuable materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,bioenergy
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,municipal solid waste,biochar
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Soil quality improvement and fertiliser;Fertilizer,municipal solid waste,soil fertility
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,biofuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,municipal solid waste,water
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,municipal solid waste,water
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,solid fuel
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,municipal solid waste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,building materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,municipal solid waste,fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,energy sources
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,municipal solid waste,organic fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,municipal solid waste,energy resources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,municipal solid waste,energy resources
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,municipal solid waste,energy resources
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,municipal solid waste,energy resources
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,municipal solid waste,energy resources
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,municipal solid waste,energy resources
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,municipal solid waste,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,municipal solid waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,municipal solid waste,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,municipal solid waste,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,municipal solid waste,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,municipal solid waste,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,municipal solid waste,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,municipal solid waste,raw materials
