donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Electricity production - Organic Rankine Cycle,Edison power station,Electricity,Process energy,energy,usable energy
ND - Electricity production - Organic Rankine Cycle,CEMENTIR,Electricity,Process energy,energy,usable energy
ND - Electricity production - Organic Rankine Cycle,EniPower power station,Electricity,Process energy,energy,usable energy
ND - Electricity production - Organic Rankine Cycle,ENI refinery,Electricity,Process energy,energy,energy recovery
ND - Electricity production - Organic Rankine Cycle,ILVA,Electricity,Process energy,energy,energy recovery
ND - Electricity production - Organic Rankine Cycle,Edison power station,Electricity,Process energy,energy,energy recovery
ND - Electricity production - Organic Rankine Cycle,CEMENTIR,Electricity,Process energy,energy,energy recovery
ND - Electricity production - Organic Rankine Cycle,EniPower power station,Electricity,Process energy,energy,energy recovery
ND - Electricity production - Organic Rankine Cycle,ND - Road construction,Electricity,Raw materials,energy,recovered materials
ND - Electricity production - Organic Rankine Cycle,Enipower power station,Electricity,Fuel,energy,energy efficiency
ND - Electricity production - Organic Rankine Cycle,ND - Agroindustry,Electricity,Fertilizer,energy,compost
ND - Electricity production - Organic Rankine Cycle,ND - Road construction,Electricity,Raw materials,electrical and electronic equipment,recycled materials
