donor,receiver,P_wastes,P_resources,G_waste,G_resource
ENI refinery,ND - Agroindustry,Fuel oil;Fuel gas,Fertilizer,heating oil,ethanol
ENI refinery,EniPower power station,Fuel oil;Fuel gas,Process energy,heating oil,ethanol
ENI refinery,ND - Road construction,Fuel oil;Waste heat,Raw materials,oily waste,biopolymers
ENI refinery,ND - Road construction,Fuel oil;Waste heat,Raw materials,oily waste,cellulose
ENI refinery,Enipower power station,Fuel oil;Waste heat,Fuel,oily waste,biodiesel
ENI refinery,ND - Agroindustry,Fuel oil;Waste heat,Fertilizer,oily waste,biodiesel
ENI refinery,ND - Production of bricks,Fuel oil;Waste heat,Raw material for Production of bricks,oily waste,bricks
ENI refinery,ND - Glass and glass-ceramic production,Fuel oil;Waste heat,Raw material for Glass and glass-ceramic production,oily waste,ceramics
ENI refinery,ND - Road construction,Fuel oil;Waste heat,Raw materials,oily waste,rubber
ENI refinery,Enipower power station,Fuel oil;Waste heat,Fuel,oily waste,crude oil
ENI refinery,ND - Road construction,Fuel oil;Waste heat,Raw materials,oily waste,polymers
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,oil phase,environmental additive
ENI refinery,Enipower power station,Fuel oil,Fuel;Water,seed oils,oil
ENI refinery,ENI refinery,Fuel oil,Water,seed oils,oil
ENI refinery,ND - Agroindustry,Fuel oil;Fuel gas,Fertilizer,petroleum-derived products,biochar
ENI refinery,ND - Construction materials production,Fuel oil;Fuel gas,Raw material for Construction materials production,petroleum-derived products,building materials
ENI refinery,ND - Road construction,Fuel oil;Fuel gas,Raw materials,petroleum-derived products,building materials
ENI refinery,ND - Production of concrete,Fuel oil;Fuel gas,Raw material for Production of concrete,petroleum-derived products,building materials
ENI refinery,ND - Production of bricks,Fuel oil;Fuel gas,Raw material for Production of bricks,petroleum-derived products,building materials
ENI refinery,ND - Road construction,Fuel oil;Fuel gas,Raw materials,petroleum-derived products,rubber
ENI refinery,ND - Road construction,Fuel oil,Raw materials,petroleum waste,materials
ENI refinery,ND - Production of bricks,Fuel oil,Raw material for Production of bricks,petroleum waste,bricks
ENI refinery,ND - Glass and glass-ceramic production,Fuel oil,Raw material for Glass and glass-ceramic production,petroleum waste,ceramics
ENI refinery,ND - Production of refractories,Fuel oil,Raw material for Production of refractories,petroleum waste,qualitative refractory ceramics
ENI refinery,ND - Glass and glass-ceramic production,Fuel oil,Raw material for Glass and glass-ceramic production,petroleum waste,ceramic aggregate
ENI refinery,ND - Road construction,Fuel oil,Road foundations;Paving,petroleum waste,road surface structural beds
ENI refinery,ND - Road construction,Fuel oil,Paving,petroleum waste,bitumen
ENI refinery,ND - Road construction,Fuel oil,Raw materials,residual oil,polymers
ENI refinery,Enipower power station,Fuel oil,Fuel;Water,residual oil,carbon
ENI refinery,ENI refinery,Fuel oil,Water,residual oil,carbon
ENI refinery,ND - Road construction,Fuel oil,Raw materials,residual oil,carbon
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,residual oil,carbon
ENI refinery,Enipower power station,Fuel oil,Fuel;Water,residual oil,ammonia
ENI refinery,ENI refinery,Fuel oil,Water,residual oil,ammonia
ENI refinery,ND - Agroindustry,Fuel oil,Fertiliser;Fertilizer,residual oil,ammonia
ENI refinery,ND - Road construction,Fuel oil,Raw materials,waste oil feedstock,biopolymers
ENI refinery,Enipower power station,Fuel oil,Fuel,waste oil feedstock,ethanol
ENI refinery,ENI refinery,Fuel oil,Process energy,waste oil feedstock,ethanol
ENI refinery,ILVA,Fuel oil,Process energy,waste oil feedstock,ethanol
ENI refinery,Edison power station,Fuel oil,Process energy,waste oil feedstock,ethanol
ENI refinery,CEMENTIR,Fuel oil,Process energy,waste oil feedstock,ethanol
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,waste oil feedstock,ethanol
ENI refinery,EniPower power station,Fuel oil,Process energy,waste oil feedstock,ethanol
ENI refinery,ND - Distilleries,Fuel oil,Raw material for Distilleries,waste oil feedstock,distillers dried grains with solubles
ENI refinery,ND - Road construction,Fuel oil,Raw materials,spent metal manufacturing oil,value-added materials
ENI refinery,ND - Road construction,Fuel oil;Fuel gas,Raw materials,hydrocarbons,bulk chemicals
ENI refinery,Enipower power station,Fuel oil;Fuel gas,Fuel;Water,hydrocarbons,alcohol
ENI refinery,ENI refinery,Fuel oil;Fuel gas,Water,hydrocarbons,alcohol
ENI refinery,Enipower power station,Fuel oil;Fuel gas,Fuel,hydrocarbons,biogas
ENI refinery,ND - Agroindustry,Fuel oil;Fuel gas,Fertiliser;Fertilizer,hydrocarbons,biogas
ENI refinery,Enipower power station,Fuel oil;Fuel gas,Fuel,hydrocarbons,biofuels
ENI refinery,ENI refinery,Fuel oil;Fuel gas,Process energy,hydrocarbons,biofuels
ENI refinery,ILVA,Fuel oil;Fuel gas,Process energy,hydrocarbons,biofuels
ENI refinery,Edison power station,Fuel oil;Fuel gas,Process energy,hydrocarbons,biofuels
ENI refinery,CEMENTIR,Fuel oil;Fuel gas,Process energy,hydrocarbons,biofuels
ENI refinery,ND - Agroindustry,Fuel oil;Fuel gas,Fertilizer,hydrocarbons,biofuels
ENI refinery,EniPower power station,Fuel oil;Fuel gas,Process energy,hydrocarbons,biofuels
ENI refinery,Enipower power station,Fuel oil;Fuel gas,Fuel,hydrocarbons,biodiesel
ENI refinery,ND - Agroindustry,Fuel oil;Fuel gas,Fertilizer,hydrocarbons,biodiesel
ENI refinery,Enipower power station,Fuel oil,Fuel,energy,energy resources
ENI refinery,ENI refinery,Fuel oil,Process energy,energy,energy resources
ENI refinery,ILVA,Fuel oil,Process energy,energy,energy resources
ENI refinery,Edison power station,Fuel oil,Process energy,energy,energy resources
ENI refinery,CEMENTIR,Fuel oil,Process energy,energy,energy resources
ENI refinery,ND - Road construction,Fuel oil,Raw materials,energy,energy resources
ENI refinery,EniPower power station,Fuel oil,Process energy,energy,energy resources
ENI refinery,Enipower power station,Fuel oil,Fuel,energy,electricity
ENI refinery,Enipower power station,Fuel oil,Fuel,energy,usable energy
ENI refinery,ENI refinery,Fuel oil,Process energy,energy,usable energy
ENI refinery,ILVA,Fuel oil,Process energy,energy,usable energy
ENI refinery,Edison power station,Fuel oil,Process energy,energy,usable energy
ENI refinery,CEMENTIR,Fuel oil,Process energy,energy,usable energy
ENI refinery,EniPower power station,Fuel oil,Process energy,energy,usable energy
ENI refinery,ENI refinery,Fuel oil,Process energy,energy,energy valorization
ENI refinery,ILVA,Fuel oil,Process energy,energy,energy valorization
ENI refinery,Edison power station,Fuel oil,Process energy,energy,energy valorization
ENI refinery,CEMENTIR,Fuel oil,Process energy,energy,energy valorization
ENI refinery,EniPower power station,Fuel oil,Process energy,energy,energy valorization
ENI refinery,ENI refinery,Fuel oil,Process energy,energy,energy recovery
ENI refinery,ILVA,Fuel oil,Process energy,energy,energy recovery
ENI refinery,Edison power station,Fuel oil,Process energy,energy,energy recovery
ENI refinery,CEMENTIR,Fuel oil,Process energy,energy,energy recovery
ENI refinery,EniPower power station,Fuel oil,Process energy,energy,energy recovery
ENI refinery,ENI refinery,Fuel oil,Process energy,energy,waste-to-energy
ENI refinery,ILVA,Fuel oil,Process energy,energy,waste-to-energy
ENI refinery,Edison power station,Fuel oil,Process energy,energy,waste-to-energy
ENI refinery,CEMENTIR,Fuel oil,Process energy,energy,waste-to-energy
ENI refinery,EniPower power station,Fuel oil,Process energy,energy,waste-to-energy
ENI refinery,ND - Road construction,Fuel oil,Raw materials,energy,recovered materials
ENI refinery,Enipower power station,Fuel oil,Fuel,energy,energy efficiency
ENI refinery,ENI refinery,Fuel oil,Process energy,energy,energy efficiency
ENI refinery,ILVA,Fuel oil,Process energy,energy,energy efficiency
ENI refinery,Edison power station,Fuel oil,Process energy,energy,energy efficiency
ENI refinery,CEMENTIR,Fuel oil,Process energy,energy,energy efficiency
ENI refinery,Taranto,Fuel oil,Cooling,energy,energy efficiency
ENI refinery,EniPower power station,Fuel oil,Process energy,energy,energy efficiency
ENI refinery,ND - Agroindustry,Fuel oil,Fertiliser;Fertilizer,energy,compost
ENI refinery,Enipower power station,Fuel oil,Fuel,bulk oil,electricity
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,biodiesel
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,cooking oil waste,biodiesel
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,bioenergy
ENI refinery,ENI refinery,Fuel oil,Process energy,cooking oil waste,bioenergy
ENI refinery,ILVA,Fuel oil,Process energy,cooking oil waste,bioenergy
ENI refinery,Edison power station,Fuel oil,Process energy,cooking oil waste,bioenergy
ENI refinery,CEMENTIR,Fuel oil,Process energy,cooking oil waste,bioenergy
ENI refinery,EniPower power station,Fuel oil,Process energy,cooking oil waste,bioenergy
ENI refinery,ENI refinery,Fuel oil,Process heat,cooking oil waste,heat
ENI refinery,ILVA,Fuel oil,Process heat,cooking oil waste,heat
ENI refinery,Edison power station,Fuel oil,Process heat,cooking oil waste,heat
ENI refinery,Taranto,Fuel oil,Cooling;Heat,cooking oil waste,heat
ENI refinery,ND - Electricity production - Organic Rankine Cycle,Fuel oil,Process heat,cooking oil waste,heat
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,animal feed
ENI refinery,ND - Agroindustry,Fuel oil,Fertiliser;Fertilizer,cooking oil waste,animal feed
ENI refinery,ND - Road construction,Fuel oil,Raw materials,cooking oil waste,chemical feedstocks
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,syngas
ENI refinery,Enipower power station,Fuel oil,Fuel;Water,cooking oil waste,liquids
ENI refinery,ENI refinery,Fuel oil,Water,cooking oil waste,liquids
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,cooking oil waste,calcium carbonate
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,cooking oil waste,biochar
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,biofuels
ENI refinery,ENI refinery,Fuel oil,Process energy,cooking oil waste,biofuels
ENI refinery,ILVA,Fuel oil,Process energy,cooking oil waste,biofuels
ENI refinery,Edison power station,Fuel oil,Process energy,cooking oil waste,biofuels
ENI refinery,CEMENTIR,Fuel oil,Process energy,cooking oil waste,biofuels
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,cooking oil waste,biofuels
ENI refinery,EniPower power station,Fuel oil,Process energy,cooking oil waste,biofuels
ENI refinery,Enipower power station,Fuel oil,Fuel;Water,cooking oil waste,fuel
ENI refinery,ENI refinery,Fuel oil,Water;Process energy,cooking oil waste,fuel
ENI refinery,ILVA,Fuel oil,Process energy,cooking oil waste,fuel
ENI refinery,Edison power station,Fuel oil,Process energy,cooking oil waste,fuel
ENI refinery,CEMENTIR,Fuel oil,Process energy,cooking oil waste,fuel
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,cooking oil waste,fuel
ENI refinery,EniPower power station,Fuel oil,Process energy,cooking oil waste,fuel
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,resource conservation
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,biobased fuel
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,liquid biofuel
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,ethanol
ENI refinery,ENI refinery,Fuel oil,Process energy,cooking oil waste,ethanol
ENI refinery,ILVA,Fuel oil,Process energy,cooking oil waste,ethanol
ENI refinery,Edison power station,Fuel oil,Process energy,cooking oil waste,ethanol
ENI refinery,CEMENTIR,Fuel oil,Process energy,cooking oil waste,ethanol
ENI refinery,ND - Agroindustry,Fuel oil,Fertilizer,cooking oil waste,ethanol
ENI refinery,EniPower power station,Fuel oil,Process energy,cooking oil waste,ethanol
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,fuel for combined heat and power unit
ENI refinery,Enipower power station,Fuel oil,Fuel,cooking oil waste,chemical products
