donor,receiver,P_wastes,P_resources,G_waste,G_resource
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,household waste,bioenergy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,household waste,bioenergy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,household waste,bioenergy
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,household waste,soil fertility
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,household waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,household waste,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,household waste,electricity
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,reusable material
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,household waste,chemical products
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,chemical products
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,household waste,chemical products
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,household waste,energy recovery
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,household waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,household waste,hydrogen
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,household waste,materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,household waste,high-quality fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,household waste,organic fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,contaminated waste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,contaminated waste,biodiesel
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,contaminated waste,recovered materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,contaminated waste,electricity
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,contaminated waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,contaminated waste,reused materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,blended waste,carbonated beverage
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,blended waste,carbonated beverage
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,ash waste,biofuels
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,ash waste,biofuels
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,ash waste,biofuels
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,ash waste,biofuels
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,ash waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,ash waste,biofuels
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,ash waste,biofuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biomedical waste,e-fuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biomedical waste,electricity
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biomedical waste,reused materials
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,biomedical waste,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,biomedical waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Raw materials,biomedical waste,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,biomedical waste,raw materials
ND - Construction materials production,ND - Marine embarkments,Construction and demolition waste,Raw material for Marine embarkments,biomedical waste,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,biomedical waste,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,biomedical waste,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,biomedical waste,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,biomedical waste,raw materials
ND - Construction materials production,ND - Rock wool production,Construction and demolition waste,Raw material for Rock wool production,biomedical waste,raw materials
ND - Construction materials production,ND - Glass and glass-ceramic production,Construction and demolition waste,Raw material for Glass and glass-ceramic production,biomedical waste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biomedical waste,bioproducts
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biomedical waste,biochar
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,oyster shell waste,biochar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,oyster shell waste,carbon dioxide
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,oyster shell waste,carbon dioxide
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,oyster shell waste,carbon dioxide
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,oyster shell waste,bricks
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,oyster shell waste,compressed bricks
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,oyster shell waste,animal feed
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,oyster shell waste,animal feed
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,oyster shell waste,soil fertilizers
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,oyster shell waste,bioenergy
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,oyster shell waste,bioenergy
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,oyster shell waste,bioenergy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,oyster shell waste,bioenergy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,oyster shell waste,bioenergy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,oyster shell waste,bioenergy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,oyster shell waste,raw meal substitutes for Portland clinker
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,oyster shell waste,waste-based materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,fresh biomass waste,vermicompost
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,fresh biomass waste,compost
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,fresh biomass waste,nutrient composition
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,sugar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,syngas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,usable energy
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,biowaste,usable energy
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,biowaste,usable energy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,biowaste,usable energy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,usable energy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,usable energy
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,biowaste,plant nutrients
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,bio-fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,soil fertility
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,bio-based products
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,bioproducts
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,crude oil
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,biowaste,minerals
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,biowaste,minerals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,minerals
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,minerals
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,soil conditioner
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,byproducts
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,biochar/iron oxide
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,bio-crude oil
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,biochar
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,biopolymers
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,cellulose
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,methane
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,methane
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,nutrients
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,biodiesel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,biodiesel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,biowaste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,bioenergy
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,biowaste,bioenergy
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,biowaste,bioenergy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,biowaste,bioenergy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,bioenergy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,bioenergy
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,commodities
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,commodities
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,fertilizer
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,protein
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,protein
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,electricity
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,animal feed
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,biowaste,animal feed
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,biofuels
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,biowaste,biofuels
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,biowaste,biofuels
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,biowaste,biofuels
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,biofuels
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,biofuels
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,valuable materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,biowaste,ammonia
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,biowaste,ammonia
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,biowaste,ammonia
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,biowaste,phosphorus
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,biowaste,phosphorus
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,biowaste,phosphorus
ND - Construction materials production,ND - Isolated buildings,Construction and demolition waste,Removal or retention of phosphorous from wastewater,biowaste,phosphorus
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,potassium
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,bioagrochemicals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,high value materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,bioflocculant
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,biowaste,compost
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat,biowaste,heat
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat,biowaste,heat
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat,biowaste,heat
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,biowaste,heat
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,biowaste,heat
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,power
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,solid fuel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,solid fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,gaseous fuel
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,liquid fuel
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,food applications
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,resources
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,energy resources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,biowaste,energy resources
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,biowaste,energy resources
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,biowaste,energy resources
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,energy resources
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,energy resources
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,energy resources
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,bulk chemicals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,biobased materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,biowaste,pigment
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,biowaste,pigment
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,feed
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,renewable fuel
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,biowaste,renewable fuel
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,biowaste,renewable fuel
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,biowaste,renewable fuel
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,renewable fuel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,renewable fuel
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,renewable fuel
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,organic fertilizer
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,industrial chemicals
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,food products
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,food ingredient
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,biowaste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,biowaste,hydrogen
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,energy sources
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,biowaste,energy sources
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,biowaste,energy sources
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,biowaste,energy sources
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,energy sources
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,energy sources
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,carbon material
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,biowaste,carbon dioxide
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,biowaste,carbon dioxide
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,carbon dioxide
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,chemical feedstocks
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,biowaste,chemical products
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,chemical products
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,chemical products
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,biofertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,fertilizer substrate
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,biowaste,raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,biowaste,raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Raw materials,biowaste,raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,biowaste,raw materials
ND - Construction materials production,ND - Marine embarkments,Construction and demolition waste,Raw material for Marine embarkments,biowaste,raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,biowaste,raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,biowaste,raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,biowaste,raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,biowaste,raw materials
ND - Construction materials production,ND - Rock wool production,Construction and demolition waste,Raw material for Rock wool production,biowaste,raw materials
ND - Construction materials production,ND - Glass and glass-ceramic production,Construction and demolition waste,Raw material for Glass and glass-ceramic production,biowaste,raw materials
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,phosphate fertilizer
ND - Construction materials production,ND - Isolated buildings,Construction and demolition waste,Removal or retention of phosphorous from wastewater,biowaste,phosphate fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Soil quality improvement and fertiliser;Fertilizer,biowaste,frass fertilizer
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,biowaste,vermicompost
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process heat;Process energy,biowaste,thermal energy
ND - Construction materials production,ILVA,Construction and demolition waste,Process heat;Process energy,biowaste,thermal energy
ND - Construction materials production,Edison power station,Construction and demolition waste,Process heat;Process energy,biowaste,thermal energy
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,biowaste,thermal energy
ND - Construction materials production,Taranto,Construction and demolition waste,Cooling;Heat,biowaste,thermal energy
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,biowaste,thermal energy
ND - Construction materials production,ND - Electricity production - Organic Rankine Cycle,Construction and demolition waste,Process heat,biowaste,thermal energy
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,biowaste,building materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,biowaste,building materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,biowaste,building materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,biowaste,building materials
ND - Construction materials production,ND - Glass and glass-ceramic production,Construction and demolition waste,Raw material for Glass and glass-ceramic production,biowaste,silicates
ND - Construction materials production,ND - Glass and glass-ceramic production,Construction and demolition waste,Raw material for Glass and glass-ceramic production,biowaste,silica
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,calcium waste,carbonates
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,calcium waste,carbonates
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,calcium waste,calcium carbonate
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,calcium waste,final product
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,small waste,compost
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,food and beverage waste,biofuels
ND - Construction materials production,ENI refinery,Construction and demolition waste,Process energy,food and beverage waste,biofuels
ND - Construction materials production,ILVA,Construction and demolition waste,Process energy,food and beverage waste,biofuels
ND - Construction materials production,Edison power station,Construction and demolition waste,Process energy,food and beverage waste,biofuels
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Process energy,food and beverage waste,biofuels
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,food and beverage waste,biofuels
ND - Construction materials production,EniPower power station,Construction and demolition waste,Process energy,food and beverage waste,biofuels
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,food and beverage waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,food and beverage waste,biogas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,food and beverage waste,methane
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,food and beverage waste,methane
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,food and beverage waste,syrup
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,food and beverage waste,syrup
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,food and beverage waste,sugar
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,recycled sand,resource conservation
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Paving,recycled sand,concrete paving blocks
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,drywall waste,reused materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,drywall waste,recycled materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,animal processing waste,protein
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,animal processing waste,protein
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,animal processing waste,biopolymers
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,electronic waste,compost
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,biogas
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertiliser;Fertilizer,electronic waste,biogas
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,metal resources
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,electronic waste,gold
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,electronic waste,gold
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,electronic waste,adsorbent
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,electronic waste,adsorbent
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,electronic waste,adsorbent
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,waste-derived materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,recycled materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,metals
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,electronic waste,secondary raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,electronic waste,secondary raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Raw materials,electronic waste,secondary raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,electronic waste,secondary raw materials
ND - Construction materials production,ND - Marine embarkments,Construction and demolition waste,Raw material for Marine embarkments,electronic waste,secondary raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,electronic waste,secondary raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,electronic waste,secondary raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,electronic waste,secondary raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,electronic waste,secondary raw materials
ND - Construction materials production,ND - Glass and glass-ceramic production,Construction and demolition waste,Raw material for Glass and glass-ceramic production,electronic waste,ceramics
ND - Construction materials production,CEMENTIR,Construction and demolition waste,Raw material for Cement production,electronic waste,critical raw materials
ND - Construction materials production,ND - Construction materials production,Construction and demolition waste,Raw material for Construction materials production,electronic waste,critical raw materials
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw material for Road construction;Raw materials,electronic waste,critical raw materials
ND - Construction materials production,ND - Distilleries,Construction and demolition waste,Raw material for Distilleries,electronic waste,critical raw materials
ND - Construction materials production,ND - Marine embarkments,Construction and demolition waste,Raw material for Marine embarkments,electronic waste,critical raw materials
ND - Construction materials production,ND - Steelworks,Construction and demolition waste,Raw material for Steelworks,electronic waste,critical raw materials
ND - Construction materials production,ND - Production of refractories,Construction and demolition waste,Raw material for Production of refractories,electronic waste,critical raw materials
ND - Construction materials production,ND - Production of concrete,Construction and demolition waste,Raw material for Production of concrete,electronic waste,critical raw materials
ND - Construction materials production,ND - Production of bricks,Construction and demolition waste,Raw material for Production of bricks,electronic waste,critical raw materials
ND - Construction materials production,ND - Rock wool production,Construction and demolition waste,Raw material for Rock wool production,electronic waste,critical raw materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Water,electronic waste,copper
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,electronic waste,copper
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,copper
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,recycled products
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,methane
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,electronic waste,methane
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,electricity
ND - Construction materials production,ND - Road construction,Construction and demolition waste,Raw materials,electronic waste,materials
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel;Water,electronic waste,hydrogen
ND - Construction materials production,ENI refinery,Construction and demolition waste,Water,electronic waste,hydrogen
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,syngas
ND - Construction materials production,Enipower power station,Construction and demolition waste,Fuel,electronic waste,consumption
ND - Construction materials production,ND - Agroindustry,Construction and demolition waste,Fertilizer,electronic waste,Co3O4
